StartTime,EndTime,RegionId,RTT_1,RTT_2,RTT_3,RTT_4,RTT_5,RTT_6,RTT_7,RTT_8,RTT_9,RTT_10,RTT_11,RTT_12,NumSamples
1681984800,1681985700,1,1.551,1.643,1.616,1.304,1.317,1.279,1.339,1.496,1.344,NaN,NaN,NaN,9
1681984800,1681985700,3,17.681,17.599,17.694,17.414,17.341,17.479,NaN,NaN,NaN,NaN,NaN,NaN,6
1681984800,1681985700,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1681984800,1681985700,9,16.9,16.728,16.656,16.639,16.713,16.614,16.749,16.801,16.752,NaN,NaN,NaN,9
1681984800,1681985700,10,1.846,1.72,1.681,1.321,1.49,1.269,1.382,1.518,1.34,NaN,NaN,NaN,9
1681984800,1681985700,12,3.292,3.381,3.812,3.304,3.143,3.03,3.124,3.086,3.204,NaN,NaN,NaN,9
1681984800,1681985700,16,2.332,2.272,2.392,2.249,2.232,2.187,NaN,NaN,NaN,NaN,NaN,NaN,6
1681984800,1681985700,17,9.607,9.555,9.658,9.666,9.696,9.574,9.581,9.792,9.54,NaN,NaN,NaN,9
1681984800,1681985700,18,2.243,2.194,2.084,2.139,2.075,2.08,NaN,NaN,NaN,NaN,NaN,NaN,6
1681984800,1681985700,21,15.688,15.302,15.434,15.125,15.22,15.259,NaN,NaN,NaN,NaN,NaN,NaN,6
