StartTime,EndTime,RegionId,RTT_1,RTT_2,RTT_3,RTT_4,RTT_5,RTT_6,RTT_7,RTT_8,RTT_9,RTT_10,RTT_11,RTT_12,NumSamples
1626775200,1626776100,1,1.649,1.566,1.572,1.39,2.63,1.356,1.502,1.414,1.47,NaN,NaN,NaN,9
1626775200,1626776100,3,18.399,18.442,18.523,18.395,18.396,18.532,18.265,18.357,18.348,NaN,NaN,NaN,9
1626775200,1626776100,7,12.278,12.336,12.316,12.058,11.984,12.116,12.215,11.974,12.135,NaN,NaN,NaN,9
1626775200,1626776100,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1626775200,1626776100,10,1.752,1.946,1.745,1.537,1.51,1.53,1.559,1.511,1.55,NaN,NaN,NaN,9
1626775200,1626776100,12,2.057,2.103,2.135,2.066,2.162,2.126,2.034,2.044,2.092,NaN,NaN,NaN,9
1626775200,1626776100,16,1.756,1.925,1.801,1.734,1.841,1.808,1.737,1.776,1.78,NaN,NaN,NaN,9
1626775200,1626776100,17,9.628,9.561,9.717,9.616,9.572,9.565,9.637,9.705,9.555,NaN,NaN,NaN,9
1626775200,1626776100,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1626775200,1626776100,21,18.204,18.413,17.997,18.186,17.99,18.176,18.122,18.127,18.063,NaN,NaN,NaN,9
