StartTime,EndTime,RegionId,RTT_1,RTT_2,RTT_3,RTT_4,RTT_5,RTT_6,RTT_7,RTT_8,RTT_9,RTT_10,RTT_11,RTT_12,NumSamples
1681984800,1681985700,1,0.571,0.569,0.428,0.713,0.706,1.051,0.317,0.251,0.387,0.403,0.346,0.327,12
1681984800,1681985700,3,1.55,1.487,1.459,2.012,5.15,1.599,1.236,1.282,1.233,1.255,1.446,1.55,12
1681984800,1681985700,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1681984800,1681985700,9,2.837,2.58,2.838,3.083,2.96,2.724,2.425,2.58,2.652,2.594,2.46,2.671,12
1681984800,1681985700,10,2.289,2.392,2.391,2.396,2.618,3.15,2.075,2.245,1.941,2.083,2.139,2.024,12
1681984800,1681985700,12,2.804,2.839,2.942,3.989,2.88,2.809,2.809,2.752,2.658,2.674,2.67,2.889,12
1681984800,1681985700,16,1.826,1.958,13.701,2.033,2.378,2.689,1.892,1.813,2.266,2.178,2.018,1.912,12
1681984800,1681985700,17,3.005,2.843,2.571,2.736,3.214,3.167,2.813,2.964,2.874,2.799,2.988,2.827,12
1681984800,1681985700,18,18.874,18.772,18.836,19.614,18.886,19.355,NaN,18.784,18.815,18.882,18.88,18.856,11
1681984800,1681985700,21,1.191,1.315,1.171,1.717,1.647,2.05,1.133,0.954,1.111,1.097,1.13,0.972,12
