,,,,,,,,,,,,,,,,,,,,,,,,,
7,1687694400,,,,,,,,,,,,,,,,,,,,,,,,
9,1687694400,0.872,1.06,0.876,0.938,0.783,0.814,0.86,0.897,0.792,0.795,0.929,0.969,0.75,0.835,0.858,0.766,0.933,0.894,0.83,0.721,0.906,,,
10,1687694400,1.046,0.995,1.002,1.06,0.988,1.009,1.076,1.216,1.146,0.987,1.091,1.061,1.08,1.136,1.105,1.068,1.078,1.036,1.044,0.938,1.046,,,
12,1687694400,3.691,3.346,3.527,3.33,3.366,3.317,3.507,3.3,3.629,3.37,3.442,3.234,3.325,3.976,3.384,3.297,3.263,3.391,3.346,3.353,3.49,,,
16,1687694400,3.731,3.705,3.684,3.754,3.659,3.796,3.645,3.729,3.744,3.798,3.636,3.649,3.629,3.75,3.74,3.779,3.826,3.741,3.663,3.645,3.639,3.678,3.706,3.652
17,1687694400,0.485,0.519,0.538,0.62,0.523,0.558,0.644,0.43,0.461,0.444,0.504,0.496,0.56,0.52,0.446,0.549,0.564,0.453,0.498,0.518,0.488,0.531,0.523,0.509
18,1687694400,1.343,1.548,1.178,1.346,1.369,1.318,1.344,1.216,1.428,1.289,1.422,2.956,1.565,3.796,1.466,1.44,1.374,1.43,2.446,1.356,17.849,,,
21,1687694400,0.74,0.636,0.724,0.676,0.999,0.861,0.732,0.679,0.654,0.66,0.705,0.644,1.119,0.842,1.578,0.665,0.705,0.692,0.703,0.647,0.788,,,
1,1687696200,2.222,2.169,2.209,2.114,2.164,2.116,2.107,2.106,2.146,2.196,2.229,2.213,2.229,2.224,2.26,2.133,2.095,2.127,2.168,2.125,2.132,,,
3,1687696200,1.28,0.995,1.08,0.764,0.806,0.803,0.795,0.834,0.82,1.407,1.048,1.043,1.261,0.811,0.778,0.832,0.856,0.885,1.318,0.874,0.91,,,
7,1687696200,,,,,,,,,,,,,,,,,,,,,,,,
9,1687696200,0.816,0.832,0.94,0.8,0.858,0.869,0.899,0.923,0.847,0.909,0.963,1.009,0.95,1.027,0.879,0.933,0.941,0.877,0.821,0.862,1.076,,,
10,1687696200,1.165,1.11,1.163,1.016,0.976,0.98,1.056,1.041,0.971,1.07,0.977,1.074,2.491,2.676,2.335,1.01,1.018,1.024,1.122,1.093,1.061,,,
12,1687696200,3.518,3.448,3.48,3.742,3.59,3.531,3.441,3.506,3.378,4.598,4.408,5.809,3.407,3.508,3.472,3.52,3.29,3.371,,,,,,
16,1687696200,3.714,3.726,3.776,3.647,3.666,3.655,3.607,3.63,3.605,7.815,3.884,3.812,3.977,4.101,4.179,3.775,3.682,3.738,3.762,3.754,3.631,,,
17,1687696200,0.544,0.487,0.486,0.467,0.383,0.493,0.503,0.657,0.569,0.459,0.453,0.505,0.566,0.632,0.634,0.692,0.637,0.527,0.688,0.519,0.485,,,
18,1687696200,1.339,2.397,1.208,1.36,2.505,1.403,1.268,1.429,1.421,1.377,1.409,1.276,1.507,1.324,1.273,5.025,1.299,1.274,,,,,,
21,1687696200,0.841,0.695,0.819,0.791,0.614,0.63,0.631,0.719,0.788,0.741,0.764,0.755,0.896,0.825,1.55,0.665,0.676,0.695,0.671,0.668,0.65,,,
1,1687698000,2.189,2.151,2.125,2.3,2.245,2.354,2.09,2.073,2.112,2.111,2.144,2.105,2.292,2.173,2.216,2.089,2.157,2.163,2.196,2.174,2.124,,,
3,1687698000,0.799,1.011,0.943,0.944,0.91,0.951,0.766,0.852,0.775,1.488,1.884,0.788,0.807,10.76,6.395,0.686,0.664,0.689,0.937,0.868,0.911,,,
7,1687698000,,,,,,,,,,,,,,,,,,,,,,,,
9,1687698000,0.814,0.897,0.83,0.964,1.039,0.811,0.839,0.817,0.781,0.774,0.874,0.812,0.857,0.948,0.848,1.005,0.957,0.87,0.942,0.848,1.006,,,
10,1687698000,0.939,0.906,1.046,1.084,0.958,1.022,1.023,0.963,1.013,1.15,1.023,0.997,1.103,1.094,1.061,1.008,1.027,1.013,2.065,1.106,0.936,,,
12,1687698000,3.428,3.361,3.653,3.452,3.588,3.617,3.455,3.42,3.589,3.404,3.302,3.233,3.758,3.512,3.316,3.417,3.941,3.558,3.414,3.491,3.607,3.386,3.462,3.493
16,1687698000,3.731,3.639,3.682,3.661,3.648,3.82,3.671,3.64,3.684,3.705,3.712,3.708,3.679,3.705,3.733,3.776,3.702,3.765,3.651,3.906,3.794,3.615,3.714,3.703
17,1687698000,0.444,0.424,0.424,0.819,0.605,0.528,0.58,0.461,0.616,0.559,0.506,0.523,0.557,0.554,0.534,0.478,0.461,0.697,0.534,0.397,0.483,0.627,0.519,0.462
18,1687698000,1.298,1.246,1.334,1.411,1.379,1.333,1.377,1.278,1.475,1.575,1.352,1.288,1.362,1.384,1.367,3.436,1.845,1.603,2.731,1.31,1.263,,,
21,1687698000,0.695,0.726,0.701,0.669,0.736,0.788,0.645,0.755,0.606,0.639,0.74,1.591,0.993,0.689,0.761,0.729,0.659,0.661,0.713,0.828,0.789,,,
1,1687699800,2.162,2.226,2.154,2.171,2.288,2.153,2.146,2.191,2.172,2.32,2.251,2.216,2.169,2.221,2.26,2.177,2.207,2.18,2.155,2.136,2.324,,,
3,1687699800,1.02,0.966,1.001,0.875,0.829,0.801,0.869,0.818,0.797,1.031,1.004,0.994,1.24,1.282,2.105,0.737,0.751,0.827,1.091,1.511,0.795,,,
7,1687699800,,,,,,,,,,,,,,,,,,,,,,,,
9,1687699800,0.845,0.939,0.918,0.834,0.972,0.95,0.739,0.881,1.05,0.903,0.777,0.867,0.835,0.894,0.906,0.857,0.777,0.778,0.911,1.071,0.926,,,
10,1687699800,1.156,1.151,1.2,1.051,1.025,0.966,1.049,1.015,1.043,2.594,1.453,1.362,1.125,1.067,1.048,1.199,1.166,1.155,,,,,,
12,1687699800,3.646,3.661,3.489,3.637,3.36,3.391,3.34,3.21,3.333,3.421,3.514,3.404,4.645,4.362,4.19,3.481,3.541,3.364,3.584,3.532,3.391,,,
16,1687699800,3.694,3.779,3.753,3.65,3.706,3.696,3.6,3.663,3.607,3.667,3.713,3.683,3.903,4.823,3.957,3.688,3.624,3.751,3.639,3.797,3.756,,,
17,1687699800,0.465,0.555,0.49,0.59,0.576,0.545,0.798,0.527,0.467,0.595,0.556,0.672,0.563,0.52,0.655,0.702,0.457,0.445,0.566,0.499,0.676,,,
18,1687699800,1.22,1.198,1.339,1.354,1.303,1.317,45.851,1.266,1.76,1.394,1.357,3.305,1.345,1.433,1.429,1.323,1.347,1.461,,,,,,
21,1687699800,1.026,0.689,0.992,0.645,0.748,0.907,0.754,0.684,0.905,0.697,0.669,0.594,1.22,0.916,0.797,0.64,0.641,0.877,0.846,0.793,0.794,,,
1,1687701600,2.156,2.188,2.166,2.272,2.219,2.348,2.217,2.128,2.08,2.111,2.104,2.073,2.202,2.178,2.215,2.189,2.256,2.219,2.172,2.193,2.168,,,
3,1687701600,0.86,0.824,0.885,0.807,0.853,0.843,0.856,0.817,0.847,0.843,0.902,0.969,1.08,1.106,1.119,0.818,0.763,0.681,1.306,0.76,1.116,,,
7,1687701600,,,,,,,,,,,,,,,,,,,,,,,,
9,1687701600,0.907,0.873,0.807,0.764,1.02,0.886,0.856,0.851,0.929,0.866,0.956,0.947,0.883,0.771,0.993,0.936,1.02,0.939,0.856,0.834,0.859,,,
10,1687701600,1.037,1.011,0.959,1.028,1.014,1.143,1.05,1.059,1.026,1.192,1.02,1.189,1.051,1.326,1.138,1.178,0.974,1.141,1.037,1.107,1.101,,,
12,1687701600,3.375,3.283,3.419,3.405,3.618,3.666,3.37,3.686,3.521,3.527,3.295,3.361,3.464,3.338,3.34,3.324,3.324,3.346,3.494,3.514,3.362,3.593,3.576,3.506
16,1687701600,3.852,3.669,3.759,3.893,3.826,3.906,3.788,3.637,3.798,3.635,3.602,3.771,3.69,3.713,3.667,3.695,3.724,3.698,3.674,3.68,3.677,3.658,3.635,3.657
17,1687701600,0.863,0.643,0.484,0.743,0.472,0.478,0.666,0.573,0.55,0.759,0.488,0.585,0.454,0.49,0.465,0.651,0.749,0.708,0.459,0.64,0.596,0.715,0.607,0.682
18,1687701600,1.632,1.293,1.221,1.368,15.093,1.517,1.458,1.36,1.384,1.361,1.561,5.891,1.467,1.42,1.334,1.313,1.217,1.758,1.353,1.311,1.293,,,
21,1687701600,0.686,0.772,0.703,0.764,0.703,0.828,0.713,0.629,0.751,0.692,0.706,0.602,0.788,0.91,1.158,0.669,0.663,0.921,0.7,0.679,0.663,,,
