StartTime,EndTime,NumSamples_1,RTT_MIN_1,RTT_AVG_1,RTT_MAX_1,RTT_Q1_1,RTT_MEDIAN_1,RTT_Q3_1,NumSamples_3,RTT_MIN_3,RTT_AVG_3,RTT_MAX_3,RTT_Q1_3,RTT_MEDIAN_3,RTT_Q3_3,NumSamples_7,RTT_MIN_7,RTT_AVG_7,RTT_MAX_7,RTT_Q1_7,RTT_MEDIAN_7,RTT_Q3_7,NumSamples_9,RTT_MIN_9,RTT_AVG_9,RTT_MAX_9,RTT_Q1_9,RTT_MEDIAN_9,RTT_Q3_9,NumSamples_10,RTT_MIN_10,RTT_AVG_10,RTT_MAX_10,RTT_Q1_10,RTT_MEDIAN_10,RTT_Q3_10,NumSamples_12,RTT_MIN_12,RTT_AVG_12,RTT_MAX_12,RTT_Q1_12,RTT_MEDIAN_12,RTT_Q3_12,NumSamples_16,RTT_MIN_16,RTT_AVG_16,RTT_MAX_16,RTT_Q1_16,RTT_MEDIAN_16,RTT_Q3_16,NumSamples_17,RTT_MIN_17,RTT_AVG_17,RTT_MAX_17,RTT_Q1_17,RTT_MEDIAN_17,RTT_Q3_17,NumSamples_18,RTT_MIN_18,RTT_AVG_18,RTT_MAX_18,RTT_Q1_18,RTT_MEDIAN_18,RTT_Q3_18,NumSamples_21,RTT_MIN_21,RTT_AVG_21,RTT_MAX_21,RTT_Q1_21,RTT_MEDIAN_21,RTT_Q3_21
1621504800,1621505700,12,0.298,0.4256666666666667,0.769,0.36924999999999997,0.4015,0.43025,12,1.01,1.3343333333333334,1.958,1.08925,1.1309999999999998,1.58075,12,2.649,2.8256666666666668,3.236,2.72925,2.758,2.84925,0,0,0,0,0,0,0,12,2.065,2.2385833333333336,2.529,2.14375,2.1665,2.30075,12,1.072,1.2064166666666665,1.494,1.109,1.1435,1.296,12,1.609,1.7141666666666666,1.889,1.64825,1.7035,1.7534999999999998,12,2.278,2.483166666666666,2.813,2.416,2.4635,2.50075,0,0,0,0,0,0,0,12,0.633,0.8536666666666667,1.186,0.71425,0.8594999999999999,0.9147500000000001
