StartTime,EndTime,NumSamples_1,RTT_MIN_1,RTT_AVG_1,RTT_MAX_1,RTT_Q1_1,RTT_MEDIAN_1,RTT_Q3_1,NumSamples_3,RTT_MIN_3,RTT_AVG_3,RTT_MAX_3,RTT_Q1_3,RTT_MEDIAN_3,RTT_Q3_3,NumSamples_7,RTT_MIN_7,RTT_AVG_7,RTT_MAX_7,RTT_Q1_7,RTT_MEDIAN_7,RTT_Q3_7,NumSamples_9,RTT_MIN_9,RTT_AVG_9,RTT_MAX_9,RTT_Q1_9,RTT_MEDIAN_9,RTT_Q3_9,NumSamples_10,RTT_MIN_10,RTT_AVG_10,RTT_MAX_10,RTT_Q1_10,RTT_MEDIAN_10,RTT_Q3_10,NumSamples_12,RTT_MIN_12,RTT_AVG_12,RTT_MAX_12,RTT_Q1_12,RTT_MEDIAN_12,RTT_Q3_12,NumSamples_16,RTT_MIN_16,RTT_AVG_16,RTT_MAX_16,RTT_Q1_16,RTT_MEDIAN_16,RTT_Q3_16,NumSamples_17,RTT_MIN_17,RTT_AVG_17,RTT_MAX_17,RTT_Q1_17,RTT_MEDIAN_17,RTT_Q3_17,NumSamples_18,RTT_MIN_18,RTT_AVG_18,RTT_MAX_18,RTT_Q1_18,RTT_MEDIAN_18,RTT_Q3_18,NumSamples_21,RTT_MIN_21,RTT_AVG_21,RTT_MAX_21,RTT_Q1_21,RTT_MEDIAN_21,RTT_Q3_21
1687255200,1687256100,12,0.284,0.43674999999999997,0.843,0.3695,0.3915,0.4435,12,1.31,1.8633333333333333,4.273,1.4375,1.566,1.6875,0,0,0,0,0,0,0,12,1.727,1.885416666666667,2.146,1.814,1.8695,1.97625,12,2.124,2.4259166666666667,3.04,2.21475,2.2664999999999997,2.60475,12,2.484,2.7396666666666665,3.327,2.5585,2.6175,2.88375,12,1.817,2.068833333333333,2.453,1.8860000000000001,1.9895,2.28725,12,2.662,2.9570833333333333,3.612,2.8445,2.893,3.01825,12,18.341,19.0415,21.713,18.577749999999998,18.6445,18.72025,12,1.011,1.2536666666666665,1.838,1.1552499999999999,1.2225000000000001,1.28925
