StartTime,EndTime,NumSamples_1,RTT_VAR_1
1687665600,1687683600,210,113.58514161959447
1687683600,1687701600,210,54.79190839473684
1687701600,1687719600,210,30.580738965618593
1687719600,1687737600,216,79.06998143718776
